gene	chromosome	arm
ACTG1P16	16	q
ENSG00000279356	16	q
ENSG00000202124	16	q
RNY4P3	16	q
ENSG00000287444	16	q
ENSG00000260031	16	q
RPL10P14	16	q
ENSG00000252526	16	q
SNORA70	16	q
ENSG00000207649	16	q
MIR138-2	16	q
ENSG00000283471	16	q
MIR6863	16	q
ENSG00000243988	16	q
RPS24P17	16	q
ENSG00000259922	16	q
CFAP69P1	16	q
ENSG00000260148	16	q
CPNE2-DT	16	q
ENSG00000279019	16	q
ENSG00000279803	16	q
ENSG00000285979	16	q
ENSG00000276663	16	q
ENSG00000260038	16	q
ENSG00000260965	16	q
RPL23AP91	16	q
ENSG00000271456	16	q
ENSG00000265690	16	q
ENSG00000207948	16	q
MIR328	16	q
ENSG00000280163	16	q
ENSG00000262691	16	q
ENSG00000201201	16	q
RN7SKP118	16	q
ENSG00000239194	16	q
RNU1-123P	16	q
ENSG00000261320	16	q
ENSG00000241067	16	p
RPL17P40	16	p
ENSG00000263029	16	p
ENSG00000262848	16	p
ENSG00000257381	16	p
MIR3179-2	16	p
ENSG00000264722	16	p
MIR3670-2	16	p
ENSG00000257366	16	p
ENSG00000265373	16	p
MIR3180-2	16	p
ENSG00000206706	16	p
ENSG00000278221	16	p
MIR6511A2	16	p
ENSG00000277698	16	p
MIR6770-2	16	p
ENSG00000277920	16	p
ENSG00000276311	16	p
MIR6511A3	16	p
ENSG00000265113	16	q
ENSG00000260914	16	q
ENSG00000272617	16	q
ENSG00000260371	16	q
ENSG00000259900	16	q
ENSG00000261527	16	q
ENSG00000260108	16	q
ENSG00000223109	16	q
MIR1538	16	q
ENSG00000274093	16	q
ENSG00000261546	16	q
ENSG00000180422	16	q
LINC00304	16	q
ENSG00000273551	16	p
ENSG00000260403	16	p
ENSG00000259910	16	p
LNCPTCTS	16	p
ENSG00000261294	16	p
ENSG00000261505	16	p
ENSG00000219274	16	p
RPS20P2	16	p
ENSG00000260425	16	p
ENSG00000206778	16	p
RNU6-213P	16	p
ENSG00000262171	16	p
ENSG00000215003	16	p
RPL15P20	16	p
ENSG00000280137	16	p
ENSG00000199787	16	p
SNORA80C	16	p
ENSG00000179918	16	p
SEPHS2	16	p
ENSG00000202476	16	p
ENSG00000222701	16	p
ENSG00000251706	16	p
RNU7-61P	16	p
ENSG00000266305	16	p
MIR4518	16	p
ENSG00000261459	16	p
ENSG00000278922	16	p
ENSG00000260494	16	p
RPL7L1P16	16	p
ENSG00000261588	16	p
ENSG00000260678	16	p
ENSG00000261680	16	p
ENSG00000260113	16	p
ENSG00000252074	16	p
RNU6-416P	16	p
ENSG00000222287	16	p
RNU6-1043P	16	p
ENSG00000260545	16	q
CFAP20-AS1	16	q
ENSG00000240863	16	q
RN7SL645P	16	q
ENSG00000261181	16	p
PLA2G10FP	16	p
ENSG00000261362	16	p
ENSG00000280189	16	q
ENSG00000166152	16	q
C16orf78	16	q
ENSG00000263110	16	q
ENSG00000261623	16	q
LINC02179	16	q
ENSG00000260089	16	q
ADAM3B	16	q
ENSG00000260024	16	q
MRPS21P7	16	q
ENSG00000280131	16	q
ENSG00000259978	16	q
MRPS21P8	16	q
ENSG00000275155	16	q
ENSG00000279842	16	q
ENSG00000244551	16	q
RPL34P29	16	q
ENSG00000274969	16	q
MIR6771	16	q
ENSG00000260146	16	q
ENSG00000260755	16	q
ENSG00000261519	16	q
ENSG00000275745	16	q
ENSG00000254788	16	q
CKLF-CMTM1	16	q
ENSG00000260650	16	q
CMTM2-AS1	16	q
ENSG00000260465	16	q
ENSG00000287965	16	q
ENSG00000260558	16	q
ENSG00000261656	16	q
BEAN1-AS1	16	q
ENSG00000260851	16	q
ENSG00000279901	16	p
ENSG00000276791	16	p
ENSG00000221719	16	p
SNORA3C	16	p
ENSG00000262154	16	p
EIF1P4	16	p
ENSG00000260084	16	q
ENSG00000275383	16	q
ENSG00000252040	16	q
ENSG00000252640	16	q
ENSG00000260577	16	q
CDH3-AS1	16	q
ENSG00000260860	16	q
ENSG00000261395	16	q
HSPE1P5	16	q
ENSG00000200558	16	q
RNA5SP429	16	q
ENSG00000260798	16	q
ENSG00000260459	16	q
FTLP14	16	q
ENSG00000199979	16	q
ENSG00000277211	16	p
ENSG00000263253	16	p
ENSG00000227624	16	p
SNRPEP3	16	p
ENSG00000169340	16	p
PDILT	16	p
ENSG00000263237	16	p
PDILT-AS1	16	p
ENSG00000280306	16	p
ENSG00000212379	16	q
RNU6-269P	16	q
ENSG00000252271	16	q
RNU6-1110P	16	q
ENSG00000276131	16	q
ENSG00000200556	16	q
RNU6-103P	16	q
ENSG00000276259	16	q
ENSG00000207493	16	q
SNORA46	16	q
ENSG00000206952	16	q
SNORA50A	16	q
ENSG00000281910	16	q
ENSG00000260865	16	q
ENSG00000279889	16	q
ENSG00000200424	16	q
RNU6-1155P	16	q
ENSG00000244003	16	q
RN7SL143P	16	q
ENSG00000260451	16	q
GEMIN8P2	16	q
ENSG00000242423	16	q
RPL12P36	16	q
ENSG00000229917	16	p
RPL7P46	16	p
ENSG00000274038	16	p
ENSG00000262020	16	p
ENSG00000260468	16	p
LINC01290	16	p
ENSG00000256013	16	p
ENSG00000260310	16	p
ENSG00000234186	16	p
C16orf82	16	p
ENSG00000205730	16	p
ITPRIPL2	16	p
ENSG00000260762	16	p
ACSM5P1	16	p
ENSG00000275315	16	p
ENSG00000274730	16	p
ENSG00000283399	16	p
ENSG00000285303	16	p
ENSG00000200893	16	p
RNU6-944P	16	p
ENSG00000275908	16	p
ENSG00000279357	16	p
ENSG00000243954	16	p
RN7SL743P	16	p
ENSG00000238417	16	p
RNU7-63P	16	p
ENSG00000260764	16	p
ENSG00000261692	16	q
ENSG00000287351	16	q
ENSG00000252887	16	q
RNU6-430P	16	q
ENSG00000270832	16	q
CMPK1P2	16	q
ENSG00000276984	16	p
ENSG00000262120	16	q
ENSG00000262008	16	q
ENSG00000261611	16	q
ENSG00000260015	16	q
ENSG00000252339	16	q
RNU6-1061P	16	q
ENSG00000199301	16	q
RNU6-208P	16	q
ENSG00000263666	16	q
SNORA70D	16	q
ENSG00000260612	16	q
ENSG00000223224	16	q
SNORD71	16	q
ENSG00000283057	16	q
ENSG00000262140	16	q
ENSG00000279592	16	q
ENSG00000260326	16	q
PHB1P21	16	q
ENSG00000260939	16	q
MTCH2P4	16	q
ENSG00000261291	16	q
ENSG00000280227	16	q
ENSG00000261056	16	q
ENSG00000279589	16	q
ENSG00000238645	16	q
ENSG00000202193	16	q
RNA5SP427	16	q
ENSG00000278928	16	q
ENSG00000261330	16	q
PPIAP50	16	q
ENSG00000260731	16	q
KRT8P22	16	q
ENSG00000261776	16	q
ENSG00000276007	16	q
ENSG00000279991	16	q
ENSG00000260969	16	q
WWOX-AS1	16	q
ENSG00000287106	16	q
ENSG00000260014	16	q
LSM3P5	16	q
ENSG00000260733	16	q
WWOX-AS2	16	q
ENSG00000279887	16	q
ENSG00000261837	16	q
ENSG00000279129	16	q
ENSG00000243101	16	q
RPS3P7	16	q
ENSG00000280115	16	q
ENSG00000280190	16	q
ENSG00000260816	16	q
ENSG00000279732	16	q
ENSG00000261537	16	q
ENSG00000280274	16	q
ENSG00000260694	16	q
ENSG00000277954	16	q
ENSG00000285918	16	q
ENSG00000222244	16	q
RNA5SP431	16	q
ENSG00000242307	16	p
RPS26P52	16	p
ENSG00000263234	16	p
ENSG00000261856	16	p
LINC02186	16	p
ENSG00000276564	16	p
ENSG00000262529	16	p
ENSG00000262470	16	p
TVP23CP2	16	p
ENSG00000267072	16	p
ENSG00000261583	16	p
ENSG00000279756	16	p
ENSG00000279276	16	p
ENSG00000279202	16	p
ENSG00000274466	16	p
MIR1273H	16	p
ENSG00000279554	16	p
ENSG00000201541	16	p
ENSG00000239081	16	p
RNU7-24P	16	p
ENSG00000261392	16	p
ENSG00000263244	16	p
ENSG00000220793	16	p
RPL21P119	16	p
ENSG00000288725	16	q
ENSG00000261765	16	q
ENSG00000242176	16	q
RPL39P31	16	q
ENSG00000263311	16	q
CCDC25P2	16	q
ENSG00000265408	16	q
ENSG00000280416	16	q
ENSG00000280334	16	q
ENSG00000265918	16	q
RN7SL543P	16	q
ENSG00000277481	16	q
PKD1L3	16	q
ENSG00000261284	16	p
RBM22P13	16	p
ENSG00000259874	16	p
ENSG00000259950	16	p
ENSG00000261289	16	p
ENSG00000197476	16	p
ENSG00000260218	16	p
ENSG00000261704	16	p
IGHV1OR16-1	16	p
ENSG00000223931	16	p
ENSG00000260048	16	p
IGHV1OR16-3	16	p
ENSG00000270472	16	p
IGHV3OR16-9	16	p
ENSG00000279997	16	p
ENSG00000260847	16	p
ENSG00000260649	16	p
ENSG00000260540	16	p
ABHD17AP8	16	p
ENSG00000260344	16	p
ENSG00000222375	16	p
RN7SKP127	16	p
ENSG00000280607	16	p
ENSG00000280893	16	p
ENSG00000281348	16	p
ENSG00000285848	16	q
ENSG00000260859	16	q
ENSG00000275088	16	q
ENSG00000287787	16	q
ENSG00000270313	16	q
COX6CP16	16	q
ENSG00000179219	16	q
LINC00311	16	q
ENSG00000266307	16	q
MIR5093	16	q
ENSG00000286808	16	p
ENSG00000277041	16	p
ENSG00000260973	16	p
ENSG00000260905	16	p
LINC02890	16	p
ENSG00000289491	16	p
ENSG00000260439	16	p
LMF1-AS1	16	p
ENSG00000276931	16	p
ENSG00000261017	16	q
ENSG00000261538	16	q
ENSG00000261282	16	q
SOD1P2	16	q
ENSG00000279100	16	q
ENSG00000260471	16	q
PPIAP49	16	q
ENSG00000261248	16	q
ENSG00000275236	16	q
ENSG00000239763	16	q
RPL21P118	16	q
ENSG00000260884	16	q
PCHILR	16	q
ENSG00000261170	16	q
ENSG00000251794	16	q
RNU6-237P	16	q
ENSG00000207525	16	q
ENSG00000240861	16	q
ENSG00000196436	16	q
NPIPB15	16	q
ENSG00000275504	16	q
U7	16	q
ENSG00000260999	16	q
ENSG00000266801	16	q
ENSG00000202497	16	q
RNU6-898P	16	q
ENSG00000271129	16	q
ENSG00000207083	16	q
RNU6-22P	16	q
ENSG00000200164	16	q
ENSG00000206811	16	p
SNORA10	16	p
ENSG00000207405	16	p
SNORA64	16	p
ENSG00000255513	16	p
ENSG00000273587	16	p
SNORA78	16	p
ENSG00000277602	16	p
ENSG00000260107	16	p
ENSG00000265386	16	p
RN7SL219P	16	p
ENSG00000221656	16	p
MIR1225	16	p
ENSG00000174109	16	p
UQCC4	16	p
ENSG00000284395	16	p
PERCC1	16	p
ENSG00000279930	16	p
ENSG00000261641	16	p
ENSG00000260051	16	p
CLCN7-AS1	16	p
ENSG00000224310	16	p
LINC01567	16	p
ENSG00000261669	16	p
ENSG00000232258	16	p
TMEM114	16	p
ENSG00000289171	16	p
ENSG00000277387	16	q
MIR8058	16	q
ENSG00000280044	16	q
ENSG00000260862	16	q
ENSG00000286528	16	q
ENSG00000263360	16	q
RN7SL134P	16	q
ENSG00000263785	16	q
MIR3182	16	q
ENSG00000288849	16	q
ENSG00000261939	16	p
LARP7P2	16	p
ENSG00000270165	16	q
ENSG00000289164	16	q
ENSG00000280214	16	q
ENSG00000168286	16	q
THAP11	16	q
ENSG00000262141	16	q
ENSG00000263126	16	q
ENSG00000141086	16	q
CTRL	16	q
ENSG00000261884	16	q
ENSG00000262962	16	q
KARS1P3	16	q
ENSG00000263201	16	q
DPEP2NB	16	q
ENSG00000255037	16	p
PLA2G10EP	16	p
ENSG00000270734	16	p
ENSG00000257264	16	p
ENSG00000284305	16	p
MIR3179-1	16	p
ENSG00000263456	16	q
MIR5189	16	q
ENSG00000261744	16	q
ZFPM1-AS1	16	q
ENSG00000259813	16	q
ENSG00000278341	16	q
ENSG00000284585	16	q
MIR4722	16	q
ENSG00000260121	16	q
ENSG00000224888	16	q
HSALR1	16	q
ENSG00000260617	16	q
ENSG00000182376	16	q
PIEZO1-AS1	16	q
ENSG00000242430	16	p
RN7SL274P	16	p
ENSG00000238964	16	p
RNU7-125P	16	p
ENSG00000261523	16	p
ENSG00000224712	16	p
NPIPA3	16	p
ENSG00000259881	16	q
ENSG00000261226	16	q
ENSG00000205018	16	q
ENSG00000259954	16	p
IL21R-AS1	16	p
ENSG00000261736	16	p
ENSG00000273553	16	p
ENSG00000201371	16	p
ENSG00000212382	16	p
RNU6-159P	16	p
ENSG00000207266	16	p
RNU6-1241P	16	p
ENSG00000222767	16	q
ENSG00000288601	16	q
5S_rRNA	16	q
ENSG00000222268	16	q
RNA5SP425	16	q
ENSG00000262038	16	q
ENSG00000259866	16	q
ENSG00000261336	16	q
EIF4BP5	16	q
ENSG00000259918	16	q
NDUFA5P11	16	q
ENSG00000260497	16	q
ENSG00000287125	16	q
ENSG00000283416	16	q
MIR1910	16	q
ENSG00000252311	16	q
RNU1-103P	16	q
ENSG00000270698	16	q
ENSG00000214259	16	q
RPL10AP12	16	q
ENSG00000286510	16	q
ENSG00000274134	16	q
MIR6774	16	q
ENSG00000279604	16	q
ENSG00000274092	16	p
ENSG00000169246	16	p
NPIPB3	16	p
ENSG00000265462	16	p
MIR3680-1	16	p
ENSG00000287809	16	p
ENSG00000258186	16	p
SLC7A5P2	16	p
ENSG00000271609	16	p
ENSG00000252798	16	p
ENSG00000261596	16	p
ENSG00000262528	16	p
ENSG00000279441	16	p
ENSG00000261659	16	p
ENSG00000279800	16	p
BCLAF1P2	16	p
ENSG00000286968	16	p
ENSG00000201075	16	p
ENSG00000207639	16	p
MIR193B	16	p
ENSG00000199130	16	p
MIR365A	16	p
ENSG00000263257	16	p
LINC03107	16	p
ENSG00000260682	16	q
RN7SKP176	16	q
ENSG00000276519	16	q
ENSG00000260161	16	q
MTCYBP28	16	q
ENSG00000251888	16	q
RN7SKP190	16	q
ENSG00000260327	16	p
ACTR3BP3	16	p
ENSG00000260307	16	p
PABPC1P13	16	p
ENSG00000261541	16	p
ENSG00000260662	16	p
ENSG00000261233	16	p
ABCD1P3	16	p
ENSG00000259966	16	p
FAM153DP	16	p
ENSG00000262187	16	p
ENSG00000261111	16	p
ENSG00000261569	16	p
ENSG00000260974	16	p
ENSG00000261391	16	p
ENSG00000260864	16	p
ABHD17AP7	16	p
ENSG00000260845	16	p
ENSG00000261108	16	p
ENSG00000278950	16	p
ENSG00000279780	16	p
ENSG00000279795	16	p
ENSG00000261719	16	p
ENSG00000259934	16	p
ENSG00000259303	16	p
IGHV2OR16-5	16	p
ENSG00000260047	16	p
BCAP31P2	16	p
ENSG00000214614	16	p
ENSG00000261834	16	p
IGHV3OR16-15	16	p
ENSG00000270864	16	p
IGHV3OR16-6	16	p
ENSG00000277304	16	p
ENSG00000260610	16	p
ENSG00000259852	16	p
IGHV1OR16-2	16	p
ENSG00000233732	16	p
IGHV3OR16-10	16	p
ENSG00000260921	16	p
ENSG00000259997	16	p
IGHV1OR16-4	16	p
ENSG00000271130	16	p
IGHV3OR16-8	16	p
ENSG00000260900	16	p
ENSG00000261682	16	p
ENSG00000259800	16	p
ENSG00000223168	16	q
RN7SKP142	16	q
ENSG00000261560	16	p
ENSG00000260318	16	p
COX6CP1	16	p
ENSG00000277458	16	p
ENSG00000260224	16	p
UBL5P4	16	p
ENSG00000241641	16	p
RPS23P6	16	p
ENSG00000207173	16	q
ENSG00000261151	16	q
TIPINP2	16	q
ENSG00000289754	16	p
ENSG00000288656	16	p
ENSG00000289756	16	p
ENSG00000261393	16	q
ENSG00000261430	16	p
ENSG00000219027	16	p
RPS3AP2	16	p
ENSG00000260646	16	p
ENSG00000215148	16	p
PRSS41	16	p
ENSG00000151006	16	p
PRSS53	16	p
ENSG00000183632	16	p
TP53TG3	16	p
ENSG00000284484	16	q
CPHXL2	16	q
ENSG00000260772	16	q
ENSG00000260290	16	q
ENSG00000252443	16	q
SNORA62	16	q
ENSG00000270385	16	q
ENSG00000260443	16	q
ENSG00000260162	16	q
ENSG00000201999	16	q
RNA5SP428	16	q
ENSG00000286928	16	q
ENSG00000289353	16	q
ENSG00000261740	16	p
BOLA2-SMG1P6	16	p
ENSG00000287121	16	p
ENSG00000263033	16	p
ENSG00000285527	16	q
ENSG00000261095	16	q
ENSG00000261651	16	q
ENSG00000243705	16	q
ENSG00000280419	16	q
ENSG00000131152	16	q
ENSG00000270082	16	q
ENSG00000269901	16	q
ENSG00000261592	16	q
ENSG00000276393	16	q
ENSG00000276337	16	q
ENSG00000260714	16	p
ENSG00000263326	16	p
ENSG00000262700	16	p
ENSG00000266166	16	p
RN7SL557P	16	p
ENSG00000259955	16	p
ENSG00000282034	16	p
ENSG00000224578	16	q
HNRNPA1L3	16	q
ENSG00000259933	16	p
PKD1-AS1	16	p
ENSG00000261123	16	p
ENSG00000284008	16	p
MIR6511B1	16	p
ENSG00000260447	16	p
ENSG00000200059	16	p
ENSG00000265867	16	p
MIR4516	16	p
ENSG00000264397	16	p
MIR3180-5	16	p
ENSG00000206630	16	p
SNORD60	16	p
ENSG00000281010	16	p
ENSG00000261532	16	p
ENSG00000259780	16	p
ENSG00000261663	16	p
ECI1-AS1	16	p
ENSG00000266643	16	p
MIR3677	16	p
ENSG00000284346	16	p
MIR940	16	p
ENSG00000264004	16	p
MIR4717	16	p
ENSG00000201034	16	p
ENSG00000230428	16	p
ENSG00000277142	16	p
LINC00235	16	p
ENSG00000266124	16	p
MIR5587	16	p
ENSG00000266235	16	p
MIR3176	16	p
ENSG00000261691	16	p
CAPN15-AS1	16	p
ENSG00000289107	16	p
ENSG00000240338	16	q
ENSG00000290455	16	q
ENSG00000255986	16	q
MT1JP	16	q
ENSG00000275691	16	q
MT1IP	16	q
ENSG00000185710	16	p
SMG1P4	16	p
ENSG00000257408	16	p
ABCA3P1	16	p
ENSG00000260908	16	p
PLA2G10CP	16	p
ENSG00000258150	16	p
ENSG00000279228	16	p
ENSG00000271699	16	p
SNX29P2	16	p
ENSG00000258130	16	p
ENSG00000278887	16	p
ENSG00000255185	16	q
PDXDC2P	16	q
ENSG00000261741	16	p
FRG2KP	16	p
ENSG00000205918	16	p
PDPK2P	16	p
ENSG00000222019	16	q
URAHP	16	q
ENSG00000261812	16	q
TUBB8P7	16	q
ENSG00000230267	16	p
HERC2P4	16	p
ENSG00000257122	16	p
RRN3P3	16	p
ENSG00000257838	16	p
OTOAP1	16	p
ENSG00000214331	16	q
PDPR2P	16	q
ENSG00000255277	16	p
ABCC6P2	16	p
ENSG00000260628	16	p
ENSG00000260644	16	p
HERC2P5	16	p
ENSG00000214617	16	p
SLC6A10P	16	p
ENSG00000261599	16	p
HERC2P8	16	p
ENSG00000183604	16	p
SMG1P5	16	p
ENSG00000262583	16	q
TMEM231P1	16	q
ENSG00000237296	16	p
SMG1P1	16	p
ENSG00000248124	16	p
RRN3P1	16	p
ENSG00000180747	16	p
SMG1P3	16	p
ENSG00000205361	16	q
MT1DP	16	q
ENSG00000260078	16	q
MPHOSPH10P1	16	q
ENSG00000260549	16	q
MT1L	16	q
ENSG00000262587	16	p
ENSG00000284649	16	p
ENSG00000261556	16	q
SMG1P7	16	q
ENSG00000215154	16	p
ENSG00000281005	16	p
LINC00921	16	p
ENSG00000290675	16	p
ENSG00000274460	16	p
ENSG00000287739	16	p
ENSG00000208017	16	q
MIR140	16	q
ENSG00000226232	16	q
NPIPB14P	16	q
ENSG00000278848	16	p
TP53TG3F	16	p
ENSG00000282927	16	p
ENSG00000262090	16	p
ENSG00000260626	16	p
ENSG00000261405	16	p
CHEK2P6	16	p
ENSG00000260518	16	p
BMS1P8	16	p
ENSG00000261580	16	p
ENPP7P13	16	p
ENSG00000270467	16	p
IGHV3OR16-12	16	p
ENSG00000261153	16	p
ENSG00000271178	16	p
IGHV3OR16-13	16	p
ENSG00000270924	16	p
ENSG00000271691	16	p
ENSG00000260312	16	p
ENSG00000270318	16	p
IGHV3OR16-11	16	p
ENSG00000260525	16	p
ENSG00000260781	16	p
ARHGAP23P1	16	p
ENSG00000290419	16	p
ENSG00000271620	16	p
IGHV3OR16-7	16	p
ENSG00000261607	16	p
ENSG00000259842	16	p
IGHV3OR16-16	16	p
ENSG00000290985	16	p
ENSG00000291267	16	p
ENSG00000290986	16	p
ENSG00000291269	16	p
ENSG00000261536	16	p
ABHD17AP9	16	p
ENSG00000260414	16	p
ENSG00000260419	16	p
ENSG00000205457	16	p
TP53TG3C	16	p
ENSG00000260933	16	p
ENSG00000278994	16	p
ENSG00000276484	16	p
PLA2G10IP	16	p
ENSG00000214940	16	p
NPIPA8	16	p
ENSG00000285628	16	p
ENSG00000205746	16	p
PKD1P4	16	p
ENSG00000290386	16	p
ENSG00000273613	16	p
MIR6511A4	16	p
ENSG00000277647	16	p
ENSG00000254681	16	p
PKD1P5	16	p
ENSG00000275391	16	p
MIR6770-3	16	p
ENSG00000291270	16	p
ENSG00000206927	16	p
ENSG00000257563	16	p
ENSG00000266291	16	p
MIR3180-3	16	p
ENSG00000265776	16	p
MIR3670-3	16	p
ENSG00000257527	16	p
ENSG00000266454	16	p
MIR3179-3	16	p
ENSG00000274025	16	p
MIR3670-4	16	p
ENSG00000277014	16	p
MIR3179-4	16	p
ENSG00000262974	16	p
ENSG00000256340	16	p
ABCC6P1	16	p
ENSG00000290953	16	p
ENSG00000263918	16	p
MIR3670-1	16	p
ENSG00000258354	16	p
ENSG00000265537	16	p
MIR3180-1	16	p
ENSG00000183458	16	p
PKD1P3	16	p
ENSG00000207425	16	p
ENSG00000275259	16	p
MIR6511A1	16	p
ENSG00000278265	16	p
MIR6770-1	16	p
ENSG00000273804	16	p
ENSG00000261819	16	p
ENSG00000238728	16	p
MIR1972-1	16	p
ENSG00000188599	16	p
NPIPP1	16	p
ENSG00000283346	16	p
MIR6511B2	16	p
ENSG00000207294	16	p
ENSG00000264115	16	p
MIR3180-4	16	p
ENSG00000291275	16	p
ENSG00000290984	16	p
ENSG00000259822	16	p
ENSG00000172460	16	p
PRSS30P	16	p
ENSG00000196993	16	p
NPIPB9	16	p
ENSG00000289415	16	q
ENSG00000222359	16	q
RNU6-355P	16	q
ENSG00000259876	16	p
ENSG00000274834	16	p
ENSG00000264733	16	p
MIR4718	16	p
ENSG00000261158	16	p
ENSG00000199474	16	p
ENSG00000241932	16	p
RPL35AP34	16	p
ENSG00000262116	16	p
ENSG00000261239	16	q
ANKRD26P1	16	q
ENSG00000199448	16	q
RNU6-845P	16	q
ENSG00000261356	16	q
RAB31P1	16	q
ENSG00000260251	16	q
ENSG00000259856	16	q
RAB43P1	16	q
ENSG00000260909	16	q
ENSG00000261131	16	q
ENSG00000280376	16	q
ENSG00000260782	16	q
ENSG00000260889	16	q
CKBP1	16	q
ENSG00000261725	16	q
ENSG00000259983	16	q
ENSG00000260631	16	p
RBM22P12	16	p
ENSG00000260472	16	p
ENSG00000260568	16	p
ENSG00000131797	16	p
CLUHP3	16	p
ENSG00000259810	16	p
ENSG00000260722	16	p
VN1R67P	16	p
ENSG00000262959	16	p
RPL23AP86	16	p
ENSG00000127578	16	p
WFIKKN1	16	p
ENSG00000279255	16	p
ENSG00000162006	16	p
MSLNL	16	p
ENSG00000260067	16	q
MTND4LP25	16	q
ENSG00000261421	16	q
ENSG00000261815	16	q
ENSG00000246777	16	q
DYNC1LI2-DT	16	q
ENSG00000249961	16	q
TERB1	16	q
ENSG00000292400	16	p
ENSG00000292401	16	p
ENSG00000196364	16	p
PRSS29P	16	p
ENSG00000261564	16	p
ENSG00000260991	16	p
ENSG00000260284	16	p
TPSP2	16	p
ENSG00000274751	16	p
ENSG00000260807	16	p
CEROX1	16	p
ENSG00000292431	16	p
ENSG00000292430	16	p
ENSG00000260702	16	p
ENSG00000260240	16	q
APOOP5	16	q
ENSG00000260187	16	q
PPIAP48	16	q
ENSG00000224631	16	q
RPS27AP16	16	q
ENSG00000293016	16	q
ENSG00000236829	16	p
ENSG00000293232	16	p
ENSG00000260258	16	q
ENSG00000293233	16	q
ENSG00000261727	16	p
ENSG00000244378	16	q
RPS2P45	16	q
ENSG00000293260	16	q
ENSG00000261263	16	p
ENSG00000261259	16	p
ENSG00000260735	16	p
ENSG00000261127	16	p
ENSG00000261457	16	p
ENSG00000228146	16	p
CASP16P	16	p
ENSG00000238098	16	p
ABCA17P	16	p
ENSG00000230872	16	p
SLC68A2P	16	p
ENSG00000177946	16	q
CENPBD1P	16	q
ENSG00000214725	16	p
CDIPTOSP	16	p
ENSG00000125122	16	q
FBXL9P	16	q
ENSG00000223959	16	q
AFG3L1P	16	q
ENSG00000293292	16	p
ENSG00000291268	16	p
ENSG00000279420	16	q
ENSG00000261199	16	q
UBE2FP2	16	q
ENSG00000241808	16	q
RPS15AP34	16	q
ENSG00000261743	16	q
ENSG00000279225	16	q
ENSG00000259864	16	q
ENSG00000293341	16	p
ENSG00000250251	16	p
PKD1P6	16	p
ENSG00000288715	16	q
ENSG00000261602	16	q
NQO1-AS1	16	q
ENSG00000196696	16	q
PDXDC2P-NPIPB14P	16	q
ENSG00000291265	16	q
ENSG00000261124	16	p
ENSG00000261385	16	p
ENSG00000260304	16	p
ENSG00000260213	16	q
CENPN-AS1	16	q
ENSG00000261141	16	q
ENSG00000260495	16	q
ENSG00000259006	16	q
ENSG00000228695	16	q
CES1P1	16	q
ENSG00000272372	16	q
ENSG00000260621	16	q
ENSG00000285970	16	p
ENSG00000259895	16	p
TEDC2-AS1	16	p
ENSG00000279583	16	p
ENSG00000259952	16	p
ENSG00000274653	16	p
ENSG00000261332	16	p
ITGAL-AS1	16	p
ENSG00000277543	16	p
ENSG00000260267	16	p
ENSG00000261731	16	p
ENSG00000261466	16	p
ENSG00000261200	16	p
ENSG00000275034	16	p
TP53TG3E	16	p
ENSG00000282973	16	p
ENSG00000283110	16	p
ENSG00000259979	16	p
VN1R68P	16	p
ENSG00000293017	16	cen
ENSG00000260724	16	p
VN1R69P	16	p
ENSG00000261800	16	p
ENSG00000280180	16	p
ENSG00000261461	16	p
UBE2MP1	16	p
ENSG00000261608	16	p
SLC25A1P4	16	p
ENSG00000260073	16	p
ENSG00000260590	16	p
ENSG00000260967	16	p
RARRES2P5	16	p
ENSG00000260984	16	p
FGFR3P5	16	p
ENSG00000261752	16	p
AGGF1P8	16	p
ENSG00000261486	16	cen
RARRES2P9	16	cen
ENSG00000260427	16	cen
AGGF1P9	16	cen
ENSG00000260480	16	cen
C2orf69P4	16	cen
ENSG00000260291	16	cen
FRG2GP	16	cen
ENSG00000261689	16	cen
AGGF1P4	16	cen
ENSG00000260812	16	cen
RARRES2P7	16	cen
ENSG00000261299	16	cen
C2orf69P3	16	cen
ENSG00000278681	16	cen
ENSG00000214581	16	cen
ZNF971P	16	cen
ENSG00000290413	16	cen
ENSG00000261711	16	cen
FRG2DP	16	cen
ENSG00000260153	16	cen
RARRES2P10	16	cen
ENSG00000259836	16	cen
AGGF1P6	16	cen
ENSG00000293673	16	cen
ENSG00000260341	16	cen
C2orf69P2	16	cen
ENSG00000260857	16	cen
ENSG00000269622	16	cen
TP53TG3HP	16	cen
ENSG00000282946	16	cen
ENSG00000259996	16	cen
RARRES2P8	16	cen
ENSG00000260994	16	cen
AGGF1P7	16	cen
ENSG00000261046	16	cen
C2orf69P1	16	cen
ENSG00000260134	16	cen
C1QL1P1	16	cen
ENSG00000260746	16	cen
KIF18BP1	16	cen
ENSG00000259791	16	cen
ENSG00000260522	16	cen
ENSG00000251915	16	cen
RNA5SP406	16	cen
ENSG00000222207	16	cen
RNA5SP407	16	cen
ENSG00000251924	16	cen
RNA5SP408	16	cen
ENSG00000252624	16	cen
RNA5SP409	16	cen
ENSG00000261122	16	cen
LINC02167	16	cen
ENSG00000252094	16	cen
RNA5SP410	16	cen
ENSG00000276599	16	cen
RNA5SP411	16	cen
ENSG00000277004	16	cen
RNA5SP412	16	cen
ENSG00000252182	16	cen
RNA5SP413	16	cen
ENSG00000274228	16	cen
RNA5SP414	16	cen
